article_code,material,form,thickness_mm,diameter_mm,outer_diameter_mm,inner_diameter_mm,width_mm,length_mm,color,variant,group,unit,item_type,is_remnant,article_name,saw_label
10000553,POM,ümar,,150,,,,1000,natural,,POM,M,1,Ei,POM-C ümar 150x1000mm natural,POM ümar D150xL1000 natural (10000553)
10000553/1,POM,ümar,,150,,,,1000,natural,,POM,M,1,Jah,POM-C ümar 150x1000mm natural jäägid(mõõdud märkmetes),POM ümar D150xL1000 natural (10000553/1)
10000554,POM,ümar,,150,,,,1000/3000,must,,POM,M,1,Ei,POM-C ümar 150x1000/3000mm must,POM ümar D150xL1000/3000 must (10000554)
10000554/1,POM,ümar,,150,,,,1000/3000,must,,POM,M,1,Jah,POM-C ümar 150x1000/3000mm must  jäägid(mõõdud märkmetes),POM ümar D150xL1000/3000 must (10000554/1)
10000557,POM,ümar,,160,,,,1000,must,,POM,M,1,Ei,POM-C ümar 160x1000mm must,POM ümar D160xL1000 must (10000557)
10000557/1,POM,ümar,,160,,,,1000,must,,POM,M,1,Jah,POM-C ümar 160x1000mm must jäägid(mõõdud märkmetes),POM ümar D160xL1000 must (10000557/1)
10000558,POM,ümar,,160,,,,1000,natural,,POM,M,1,Ei,POM-C ümar 160x1000mm natural,POM ümar D160xL1000 natural (10000558)
10000558/1,POM,ümar,,160,,,,1000,natural,,POM,M,1,Jah,POM-C ümar 160x1000mm natural jäägid(mõõdud märkmetes),POM ümar D160xL1000 natural (10000558/1)
10003642,POM,ümar,,170,,,,1000,natural,,POM,M,1,Ei,POM-C ümar 170x1000mm natural,POM ümar D170xL1000 natural (10003642)
10003642/1,POM,ümar,,170,,,,1000,natural,,POM,M,1,Jah,POM-C ümar 170x1000mm natural jäägid(mõõdud märkmetes),POM ümar D170xL1000 natural (10003642/1)
10000560,POM,ümar,,180,,,,1000/3000,natural,,POM,M,1,Ei,POM-C ümar 180x1000/3000mm natural,POM ümar D180xL1000/3000 natural (10000560)
10000560/1,POM,ümar,,180,,,,1000/3000,natural,,POM,M,1,Jah,POM-C ümar 180x1000/3000mm natural jäägid(mõõdud märkmetes),POM ümar D180xL1000/3000 natural (10000560/1)
10000561,POM,ümar,,180,,,,1000/3000,must,,POM,M,1,Ei,"POM-C ümar 180x1000/3000mm must(1,17+3m)",POM ümar D180xL1000/3000 must (10000561)
10000561/1,POM,ümar,,180,,,,1000/3000,must,,POM,M,1,Jah,POM-C ümar 180x1000/3000mm must jäägid(mõõdud märkmetes),POM ümar D180xL1000/3000 must (10000561/1)
10015550,POM,ümar,,190,,,,485,natural,,POM,TK,1,Ei,POM-C ümar 190x485mm natural,POM ümar D190xL485 natural (10015550)
10000564,POM,ümar,,200,,,,1000,natural,,POM,M,1,Ei,POM-C ümar 200x1000mm natural,POM ümar D200xL1000 natural (10000564)
10000564/1,POM,ümar,,200,,,,1000,natural,,POM,M,1,Jah,POM-C ümar 200x1000mm natural jäägid(mõõdud märkmetes),POM ümar D200xL1000 natural (10000564/1)
10000565,POM,ümar,,200,,,,1000,must,,POM,M,1,Ei,POM-C ümar 200x1000mm must,POM ümar D200xL1000 must (10000565)
10000565/1,POM,ümar,,200,,,,1000,must,,POM,M,1,Jah,POM-C ümar 200x1000mm must jäägid(mõõdud märkmetes),POM ümar D200xL1000 must (10000565/1)
10016620,POM,ümar,,220,,,,1000,must,,POM,M,1,Ei,POM-C ümar 220x1000mm must,POM ümar D220xL1000 must (10016620)
10000569,POM,ümar,,250,,,,1000,must,,POM,M,1,Ei,POM-C ümar 250x1000mm must,POM ümar D250xL1000 must (10000569)
10000569/1,POM,ümar,,250,,,,1000,must,,POM,M,1,Jah,POM-C ümar 250x1000mm must  jäägid(mõõdud märkmetes),POM ümar D250xL1000 must (10000569/1)
10002592,POM,ümar,,280,,,,200,must,,POM,TK,1,Ei,POM-C ümar 280x200mm must,POM ümar D280xL200 must (10002592)
10007536,POM,ümar,,280,,,,1000,must,,POM,M,1,Ei,POM-C ümar 280x1000mm must,POM ümar D280xL1000 must (10007536)
10007536/1,POM,ümar,,280,,,,1000,must,,POM,M,1,Jah,POM-C ümar 280x1000mm must jäägid(mõõdud märkmetes),POM ümar D280xL1000 must (10007536/1)
10000990,POM,ümar,,300,,,,1000,natural,,POM,M,1,Ei,POM-C ümar 300x1000mm natural,POM ümar D300xL1000 natural (10000990)
10000990/1,POM,ümar,,300,,,,1000,natural,,POM,M,1,Jah,POM-C ümar 300x1000mm natural jäägid(mõõdud märkmetes),POM ümar D300xL1000 natural (10000990/1)
CENTRO04110000201,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 20mmx1000mm natural,POM ümar D1000 natural (CENTRO04110000201)
CENTRO04110000251,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 25mmx1000mm natural,POM ümar D1000 natural (CENTRO04110000251)
CENTRO04110000301,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 30mmx1000mm natural,POM ümar D1000 natural (CENTRO04110000301)
CENTRO04110000401,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 40mmx1000mm natural,POM ümar D1000 natural (CENTRO04110000401)
CENTRO04110000501,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 50mmx1000mm natural,POM ümar D1000 natural (CENTRO04110000501)
CENTRO04110000601,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 60mmx1000mm natural,POM ümar D1000 natural (CENTRO04110000601)
CENTRO04110000701,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 70mmx1000mm natural,POM ümar D1000 natural (CENTRO04110000701)
CENTRO04110000801,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 80mmx1000mm natural,POM ümar D1000 natural (CENTRO04110000801)
CENTRO04110000901,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 90mmx1000mm natural,POM ümar D1000 natural (CENTRO04110000901)
CENTRO04110001001,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 100mmx1000mm natural,POM ümar D1000 natural (CENTRO04110001001)
CENTRO04110001201,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 120mmx1000mm natural,POM ümar D1000 natural (CENTRO04110001201)
CENTRO04110001301,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 130mmx1000mm natural,POM ümar D1000 natural (CENTRO04110001301)
CENTRO04120000201,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 20mmx1000mm must,POM ümar D1000 must (CENTRO04120000201)
CENTRO04120000251,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 25mmx1000mm must,POM ümar D1000 must (CENTRO04120000251)
CENTRO04120000301,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 30mmx1000mm must,POM ümar D1000 must (CENTRO04120000301)
CENTRO04120000401,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 40mmx1000mm must,POM ümar D1000 must (CENTRO04120000401)
CENTRO04120000451,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 45mmx1000mm must,POM ümar D1000 must (CENTRO04120000451)
CENTRO04120000601,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 60mmx1000mm must,POM ümar D1000 must (CENTRO04120000601)
CENTRO04120000701,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 70mmx1000mm must,POM ümar D1000 must (CENTRO04120000701)
CENTRO04120000801,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 80mmx1000mm must,POM ümar D1000 must (CENTRO04120000801)
CENTRO04120000901,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 90mmx1000mm must,POM ümar D1000 must (CENTRO04120000901)
CENTRO04120001001,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 100mmx1000mm must,POM ümar D1000 must (CENTRO04120001001)
CENTRO04120001201,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 120mmx1000mm must,POM ümar D1000 must (CENTRO04120001201)
CENTRO4110000451,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 45mmx1000mm natural,POM ümar D1000 natural (CENTRO4110000451)
GE4201030006,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 06mmx1000mm must,POM ümar D1000 must (GE4201030006)
GE4201030020,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 20mmx1000mm must,POM ümar D1000 must (GE4201030020)
GE4201030030,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 30mmx1000mm must,POM ümar D1000 must (GE4201030030)
GE4201030070,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 70mmx1000mm must,POM ümar D1000 must (GE4201030070)
GE4201030080,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 80mmx1000mm must,POM ümar D1000 must (GE4201030080)
GE4201030090,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 90mmx1000mm must,POM ümar D1000 must (GE4201030090)
GE4201130100,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 100mmx1000mm natural,POM ümar D1000 natural (GE4201130100)
GE4201130130,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 130mmx1000mm natural,POM ümar D1000 natural (GE4201130130)
PLASTENAPOM120M,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 120mmx1000mm must,POM ümar D1000 must (PLASTENAPOM120M)
PLEIGERLATTPOM45,POM,ümar,,1000,,,,,,,POM,M,1,Ei,POM-C ?ümar 45mmx1000mm natur,POM ümar D1000 (PLEIGERLATTPOM45)
PLEIGERLATTTPOM20,POM,ümar,,1000,,,,,,,POM,M,1,Ei,POM-C ?ümar 20mmx1000mm natur,POM ümar D1000 (PLEIGERLATTTPOM20)
POMLATT100,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 100mmx1000mm natural,POM ümar D1000 natural (POMLATT100)
POMLATT100M,POM,ümar,,1000,,,,,must,,POM,TK,1,Ei,POM-C ?ümar 100mmx1000mm must,POM ümar D1000 must (POMLATT100M)
POMLATT130,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 130mmx1000mm natural,POM ümar D1000 natural (POMLATT130)
POMLATT15M,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 15mmx1000mm  must,POM ümar D1000 must (POMLATT15M)
POMLATT25M,POM,ümar,,1000,,,,,must,,POM,m,1,Ei,POM-C ?ümar 25mmx1000mm must,POM ümar D1000 must (POMLATT25M)
POMLATT35,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 35mmx1000mm natural,POM ümar D1000 natural (POMLATT35)
POMLATT35M,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 35mmx1000mm must,POM ümar D1000 must (POMLATT35M)
POMLATT50M,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 50mmx1000mm must,POM ümar D1000 must (POMLATT50M)
POMLATT60M,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 60mmx1000mm must,POM ümar D1000 must (POMLATT60M)
POMLATT90M,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 90mmx1000mm must,POM ümar D1000 must (POMLATT90M)
QUATTROPOMY25M,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 25mmx1000mm must,POM ümar D1000 must (QUATTROPOMY25M)
QUATTROPOMY30M,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 30mmx1000mm must,POM ümar D1000 must (QUATTROPOMY30M)
TRAIDPOM20CNAT,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 20mmx1000mm natural,POM ümar D1000 natural (TRAIDPOM20CNAT)
TRAIDPOM25,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 25mmx1000mm must,POM ümar D1000 must (TRAIDPOM25)
TRAIDPOM25CNAT,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 25mmx1000mm natural,POM ümar D1000 natural (TRAIDPOM25CNAT)
TRAIDPOM30CNAT,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 30mmx1000mm natural,POM ümar D1000 natural (TRAIDPOM30CNAT)
TRAIDPOM40CNAT,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 40mmx1000mm natural,POM ümar D1000 natural (TRAIDPOM40CNAT)
TRAIDPOM45CMUST,POM,ümar,,1000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 45mmx1000mm must,POM ümar D1000 must (TRAIDPOM45CMUST)
TRAIDPOM50CNAT,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 50mmx1000mm natural,POM ümar D1000 natural (TRAIDPOM50CNAT)
TRAIDPOM60CNAT,POM,ümar,,1000,,,,,natural,,POM,M,1,Ei,POM-C ?ümar 60mmx1000mm natural,POM ümar D1000 natural (TRAIDPOM60CNAT)
400713,POM,ümar,,3000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 36mmx1000/3000mm must,POM ümar D3000 must (400713)
GE4201039070,POM,ümar,,3000,,,,,must,,POM,M,1,Ei,POM-C ?ümar 70mmx3000mm  must,POM ümar D3000 must (GE4201039070)
10002838,PP,keevitustraat,,3,,,,,hall,UV,PP,KG,1,Ei,Keevitustraat PP-C 03mm hall UV 3kg/rl,PP keevitustraat D3 UV hall (10002838)
10008576,PP,keevitustraat,,3,,,,,hall,,PP,KG,1,Ei,Keevitustraat PP-H 03mm hall,PP keevitustraat D3 hall (10008576)
10002941,PP,keevitustraat,,4,,,,,hall,,PP,KG,1,Ei,Keevitustraat PP-S 04mm hall,PP keevitustraat D4 hall (10002941)
10002965,PP,keevitustraat,,4,,,,,,UV,PP,KG,1,Ei,Keevitustraat PP-C 04mm helehall UV 3kg/rl RAL7032,PP keevitustraat D4 UV (10002965)
10003049,PP,keevitustraat,,4,,,,,,UV,PP,RL,1,Ei,Keevitustraat PP-C 04mm helesinine UV 3kg/rl,PP keevitustraat D4 UV (10003049)
10003723,PP,keevitustraat,,4,,,,,hall,UV,PP,TK,1,Ei,Keevitustraat PP-C 04mm hall UV 3kg/rl,PP keevitustraat D4 UV hall (10003723)
10008587,PP,keevitustraat,,4,,,,,hall,,PP,KG,1,Ei,Keevitustraat PP-H 04mm hall,PP keevitustraat D4 hall (10008587)
10010410,PP,keevitustraat,,4,,,,,valge,UV,PP,TK,1,Ei,Keevitustraat PP-C 04mm valge UV 3kg/rl  RAL9010,PP keevitustraat D4 UV valge (10010410)
10012087,PP,keevitustraat,,4,,,,,,UV,PP,KG,1,Ei,Keevitustraat PP-C 04mm helesinine UV 3kg/rl,PP keevitustraat D4 UV (10012087)
10013823,PP,keevitustraat,,4,,,,,roheline,UV,PP,KG,1,Ei,Keevitustraat PP-C 04mm roheline UV 3kg/rl,PP keevitustraat D4 UV roheline (10013823)
10013828,PP,keevitustraat,,4,,,,,,UV,PP,KG,1,Ei,Keevitustraat PP-C 04mm tumehall UV 3kg/rl RAL7037,PP keevitustraat D4 UV (10013828)
10014465,PP,keevitustraat,,4,,,,,hall,UV,PP,KG,1,Ei,Keevitustraat PP-C 04mm hall UV 3kg/rl,PP keevitustraat D4 UV hall (10014465)
10014832,PP,keevitustraat,,4,,,,,valge,UV,PP,KG,1,Ei,Keevitustraat PP-C 04mm valge UV 3kg/rl  RAL9010,PP keevitustraat D4 UV valge (10014832)
10017101,PP,keevitustraat,,4,,,,,must,UV,PP,KG,1,Ei,Keevitustraat PP-C 04mm must UV 3kg/rl,PP keevitustraat D4 UV must (10017101)
10008577,PP,keevitustraat,,5,,,,,hall,,PP,KG,1,Ei,Keevitustraat PP-H 05mm hall,PP keevitustraat D5 hall (10008577)
10014702,PP,keevitustraat,,7,,,,,hall,,PP,KG,1,Ei,Keevitustraat PP-C 07mm hall kolmnurk (RAL7032) 3kg/rl,PP keevitustraat D7 hall (10014702)
10014705,PP,keevitustraat,,7,,,,4.2,,,PP,KG,1,Ei,"Keevitustraat PE100 07x4,2mm kolmnurk (RAL9011) 3kg/rl",PP keevitustraat D7xL4.2 (10014705)
10005377,PP,leht,0.5,,,,1400,1250,,,PP,M2,1,Ei,"PP 0,5x1400x1250mm läbikumav",PP leht 0.5x1400x1250 (10005377)
10005378,PP,leht,0.5,,,,1400,1000,valge,,PP,M2,1,Ei,"PP 0,5x1400x1000mm valge",PP leht 0.5x1400x1000 valge (10005378)
10000608,PP,leht,1,,,,1000,2000,hall,,PP,M2,1,Ei,PP-H 01x1000x2000mm hall RAL7032,PP leht 1x1000x2000 hall (10000608)
10000609,PP,leht,2,,,,1000,2000,hall,,PP,M2,1,Ei,PP-H 02x1000x2000mm hall RAL7032,PP leht 2x1000x2000 hall (10000609)
10003072,PP,leht,2,,,,1000,2000,natural,,PP,M2,1,Ei,PP-H 02x1000x2000mm natural,PP leht 2x1000x2000 natural (10003072)
10000610,PP,leht,3,,,,1000,2000,hall,,PP,M2,1,Ei,PP-H 03x1000x2000mm hall RAL7032,PP leht 3x1000x2000 hall (10000610)
10002759,PP,leht,3,,,,2000,3000,valge,,PP,M2,1,Ei,BIP(PP) 03x2000x3000mm valge,PP leht 3x2000x3000 valge (10002759)
10004587,PP,leht,3,,,,1500,3000,hall,,PP,M2,1,Ei,PP-H 03x1500x3000mm hall RAL7032,PP leht 3x1500x3000 hall (10004587)
10002128,PP,leht,3.5,,,,1550,3500,valge,,PP,M2,1,Ei,"Biprint (PP) 3,5mm 1550x3500mm valge",PP leht 3.5x1550x3500 valge (10002128)
400040,PP,leht,3.5,,,,1550,3050,valge,,PP,M2,1,Ei,"Biprint (PP)3,5x1550x3050 mm valge",PP leht 3.5x1550x3050 valge (400040)
BIP35,PP,leht,3.5,,,,1550,3050,valge,,PP,M2,1,Ei,"Biprint (PP) 3,5mm 1550x3050mm valge",PP leht 3.5x1550x3050 valge (BIP35)
10000611,PP,leht,4,,,,1000,2000,hall,,PP,M2,1,Ei,PP-H 04x1000x2000mm hall RAL7032,PP leht 4x1000x2000 hall (10000611)
10003595,PP,leht,4,,,,1500,3000,hall,,PP,M2,1,Ei,PP-H 04x1500x3000mm hall RAL7032,PP leht 4x1500x3000 hall (10003595)
10000612,PP,leht,5,,,,1000,2000,hall,,PP,M2,1,Ei,PP-H 05x1000x2000mm hall RAL7032,PP leht 5x1000x2000 hall (10000612)
10000613,PP,leht,5,,,,1500,3000,hall,,PP,M2,1,Ei,PP-H 05x1500x3000mm hall RAL7032,PP leht 5x1500x3000 hall (10000613)
10001547,PP,leht,5,,,,2000,3000,valge,,PP,M2,1,Ei,BIP(PP) 05x2000x3000mm valge,PP leht 5x2000x3000 valge (10001547)
10002582,PP,leht,5,,,,1500,4000,sinine,,PP,M2,1,Ei,PP-H 05x1500x4000mm sinine,PP leht 5x1500x4000 sinine (10002582)
10010409,PP,leht,5,,,,1500,4000,valge,UV,PP,M2,1,Ei,"PP-C 05x1500x4000mm UV,1xBEN foil valge  RAL9010",PP leht 5x1500x4000 UV valge (10010409)
10013822,PP,leht,5,,,,1500,4000,roheline,UV,PP,M2,1,Ei,"PP-C 05x1500x4000mm UV,1xBEN foil roheline RAL6005",PP leht 5x1500x4000 UV roheline (10013822)
10016333,PP,leht,5,,,,1500,4000,sinine,UV,PP,M2,1,Ei,"PP-C 05x1500x4000mm UV,1xfoil sinine",PP leht 5x1500x4000 UV sinine (10016333)
400093,PP,leht,5,,,,1220,2440,punane,,PP,M2,1,Ei,Durastone UPM203 05x1220x2440 mm punane,PP leht 5x1220x2440 punane (400093)
400388,PP,leht,5,,,,2050,3050,valge,,PP,M2,1,Ei,Biprint (PP)05x2050x3050 mm valge,PP leht 5x2050x3050 valge (400388)
BIP5,PP,leht,5,,,,2050,3050,valge,,PP,M2,1,Ei,Biprint (PP) 05mm 2050x3050mm valge,PP leht 5x2050x3050 valge (BIP5)
10000614,PP,leht,6,,,,1000,2000,hall,,PP,M2,1,Ei,PP-H 06x1000x2000mm hall RAL7032,PP leht 6x1000x2000 hall (10000614)
10003645,PP,leht,6,,,,2000,4000,hall,,PP,M2,1,Ei,PP-H 06x2000x4000mm hall RAL7032,PP leht 6x2000x4000 hall (10003645)
10009630,PP,leht,6,,,,1000,2000,natural,,PP,M2,1,Ei,PP-H 06x1000x2000mm natural,PP leht 6x1000x2000 natural (10009630)
10000615,PP,leht,8,,,,1000,2000,hall,,PP,M2,1,Ei,PP-H 08x1000x2000mm hall RAL7032,PP leht 8x1000x2000 hall (10000615)
10000616,PP,leht,8,,,,1500,3000,hall,,PP,M2,1,Ei,PP-H 08x1500x3000mm hall RAL7032,PP leht 8x1500x3000 hall (10000616)
10002940,PP,leht,8,,,,1000,2000,hall,,PP,M2,1,Ei,PP-S 08x1000x2000mm hall,PP leht 8x1000x2000 hall (10002940)
10003048,PP,leht,8,,,,1500,3000,,UV,PP,M2,1,Ei,PP-C 08x1500x3000mm+kile ühel pool/UV helesinine,PP leht 8x1500x3000 UV (10003048)
10003567,PP,leht,8,,,,1000,2000,,UV,PP,M2,1,Ei,PP-C 08x1000x2000mm struktuuriga+kile ühel pool/UV helesinine,PP leht 8x1000x2000 UV (10003567)
10014833,PP,leht,8,,,,1500,4000,hall,UV,PP,M2,1,Ei,"PP-C 08x1500x4000mm sile/sile UV,hall  RAL7032",PP leht 8x1500x4000 UV hall (10014833)
10014834,PP,leht,8,,,,1500,4000,hall,UV,PP,M2,1,Ei,"PP-C 08x1500x4000mm ühelt poolt krobeline UV,hall  RAL7037",PP leht 8x1500x4000 UV hall (10014834)
10015661,PP,leht,8,,,,2000,4000,hall,,PP,M2,1,Ei,PP-H 08x2000x4000mm hall RAL7032,PP leht 8x2000x4000 hall (10015661)
400312,PP,leht,8,,,,2000,6000,valge,,PP,M2,1,Ei,Biprint (PP)08x2000x6000 mm valge,PP leht 8x2000x6000 valge (400312)
BIP8,PP,leht,8,,,,2000,6000,valge,,PP,M2,1,Ei,Biprint (PP) 08mm 2000x6000mm valge,PP leht 8x2000x6000 valge (BIP8)
10000617,PP,leht,10,,,,1000,2000,hall,,PP,M2,1,Ei,PP-H 10x1000x2000mm hall RAL7032,PP leht 10x1000x2000 hall (10000617)
10002672,PP,leht,10,,,,2000,4000,hall,,PP,M2,1,Ei,PP-H 10x2000x4000mm hall RAL7032,PP leht 10x2000x4000 hall (10002672)
10003157,PP,leht,10,,,,1000,2000,hall,UV,PP,M2,1,Ei,PP-C 10x1000x2000mm+kile ühel pool/UV hall RAL7032,PP leht 10x1000x2000 UV hall (10003157)
10003791,PP,leht,10,,,,2000,3000,valge,,PP,M2,1,Ei,BIP(PP) 10x2000x3000mm valge,PP leht 10x2000x3000 valge (10003791)
10004182,PP,leht,10,,,,1500,3000,hall,UV,PP,M2,1,Ei,PP-C 10x1500x3000mm+kile ühel pool/UV hall RAL7032,PP leht 10x1500x3000 UV hall (10004182)
10004183,PP,leht,10,,,,2000,4000,hall,UV,PP,M2,1,Ei,PP-C 10x2000x4000mm UV hall RAL7032,PP leht 10x2000x4000 UV hall (10004183)
10009631,PP,leht,10,,,,1000,2000,natural,,PP,M2,1,Ei,PP-H 10x1000x2000mm natural,PP leht 10x1000x2000 natural (10009631)
10014462,PP,leht,10,,,,1000,3000,,,PP,M2,1,Ei,PP-C 10x1000x3000mm helesinine,PP leht 10x1000x3000 (10014462)
10014463,PP,leht,10,,,,1500,3000,,,PP,M2,1,Ei,PP-C 10x1500x3000mm helesinine,PP leht 10x1500x3000 (10014463)
10015983,PP,leht,10,,,,1500,3000,hall,,PP,M2,1,Ei,PP-H 10x1500x3000mm hall RAL7032,PP leht 10x1500x3000 hall (10015983)
BIP10,PP,leht,10,,,,2100,6000,valge,,PP,M2,1,Ei,Biprint (PP) 10mm 2100x6000mm valge,PP leht 10x2100x6000 valge (BIP10)
PPLEHT10,PP,leht,10,,,,2000,4000,hall,,PP,M2,1,Ei,PP leht 10x2000x4000mm hall DWU,PP leht 10x2000x4000 hall (PPLEHT10)
10003174,PP,leht,12,,,,2000,4000,hall,,PP,M2,1,Ei,PP-H 12x2000x4000mm hall RAL7032,PP leht 12x2000x4000 hall (10003174)
10004181,PP,leht,12,,,,1500,4000,valge,UV,PP,M2,1,Ei,PP-C 12x1500x4000mm+kile ühel pool/UV valge,PP leht 12x1500x4000 UV valge (10004181)
10004186,PP,leht,12,,,,1500,3000,hall,,PP,M2,1,Ei,PP-H 12x1500x3000mm hall+1xBEN fol,PP leht 12x1500x3000 hall (10004186)
10004197,PP,leht,12,,,,1500,4000,valge,UV,PP,M2,1,Ei,PP-C 12x1500x4000mm+kile kahel pool/UV valge,PP leht 12x1500x4000 UV valge (10004197)
10008471,PP,leht,12,,,,1000,2000,hall,,PP,M2,1,Ei,PP-H 12x1000x2000mm hall RAL7032,PP leht 12x1000x2000 hall (10008471)
10000959,PP,leht,15,,,,1000,2000,hall,,PP,M2,1,Ei,PP-H 15x1000x2000mm hall RAL7032,PP leht 15x1000x2000 hall (10000959)
10002985,PP,leht,15,,,,1500,3000,hall,UV,PP,M2,1,Ei,PP-C 15x1500x3000mm+kile ühel pool/UV  hall RAL7032,PP leht 15x1500x3000 UV hall (10002985)
10003033,PP,leht,15,,,,2000,4000,hall,,PP,M2,1,Ei,PP-H 15x2000x4000mm hall RAL7032,PP leht 15x2000x4000 hall (10003033)
10010467,PP,leht,15,,,,1000,2000,valge,,PP,M2,1,Ei,PP-C 15x1000x2000mm FM1 RAL9010 valge,PP leht 15x1000x2000 valge (10010467)
10011319,PP,leht,15,,,,1500,4000,hall,UV,PP,M2,1,Ei,"PP-C 15x1500x4000mm UV hall,1xfoil",PP leht 15x1500x4000 UV hall (10011319)
10011541,PP,leht,15,,,,1500,3000,hall,,PP,M2,1,Ei,PP-H 15x1500x3000mm hall RAL7032 +1 foil,PP leht 15x1500x3000 hall (10011541)
10013486,PP,leht,15,,,,2000,4000,hall,,PP,M2,1,Ei,PP-H 15x2000x4000mm hall RAL7032 +1 foil,PP leht 15x2000x4000 hall (10013486)
10013931,PP,leht,15,,,,1000,2000,hall,,PP,M2,1,Ei,PP-H 15x1000x2000mm hall RAL7032 +1 BEN foil,PP leht 15x1000x2000 hall (10013931)
10000618,PP,leht,20,,,,1000,2000,hall,,PP,M2,1,Ei,PP-H 20x1000x2000mm hall RAL7032,PP leht 20x1000x2000 hall (10000618)
10002671,PP,leht,20,,,,2000,4000,hall,,PP,M2,1,Ei,PP-H 20x2000x4000mm hall RAL7032,PP leht 20x2000x4000 hall (10002671)
10002939,PP,leht,20,,,,1000,2000,hall,,PP,M2,1,Ei,PP-S 20x1000x2000mm hall,PP leht 20x1000x2000 hall (10002939)
10010418,PP,leht,20,,,,1000,1200,valge,UV,PP,M2,1,Ei,Paneltim 50x100 PP-C Prime 20x1000x1200mm valge UV,PP leht 20x1000x1200 UV valge (10010418)
10011557,PP,leht,20,,,,1000,1200,,UV,PP,M2,1,Ei,Paneltim 50x100 PP-C Prime 20x1000x1200mm bee? UV,PP leht 20x1000x1200 UV (10011557)
10011558,PP,leht,20,,,,1000,1200,hall,UV,PP,M2,1,Ei,Paneltim 50x100 PP-C Prime 20x1000x1200mm hall UV,PP leht 20x1000x1200 UV hall (10011558)
