article_code,material,form,thickness_mm,diameter_mm,outer_diameter_mm,inner_diameter_mm,width_mm,length_mm,color,variant,group,unit,item_type,is_remnant,article_name,saw_label
400096,ABS,leht,2,,,,1000,2000,,,ABS,M2,1,Ei,ABS leht 02x1000x2000 mm,ABS leht 2x1000x2000 (400096)
ABS2,ABS,leht,2,,,,1000,2000,valge,,ABS,M2,1,Ei,ABS leht 2mm 1000x2000mm valge,ABS leht 2x1000x2000 valge (ABS2)
400277,ABS,leht,3,,,,1000,2000,valge,,ABS,M2,1,Ei,ABS leht 03x1000x2000mm valge,ABS leht 3x1000x2000 valge (400277)
10001684,ABS,leht,5,,,,1250,831,valge,,ABS,M2,1,Ei,ABS 05x1250x831mm valge,ABS leht 5x1250x831 valge (10001684)
400712,ABS,leht,5,,,,1000,2000,valge,,ABS,M2,1,Ei,ABS leht 05x1000x2000mm valge,ABS leht 5x1000x2000 valge (400712)
400725,ABS,leht,5,,,,1250,831,valge,,ABS,M2,1,Ei,ABS leht 05x1250x831mm valge 42tk,ABS leht 5x1250x831 valge (400725)
10012941,ABS,leht,25,,,,610,1220,natural,,ABS,M2,1,Ei,ABS 25x610x1220mm natural,ABS leht 25x610x1220 natural (10012941)
ABS5,ABS,leht,1250,,,,,2500,valge,,ABS,M2,1,Ei,ABS leht 5mmx1250x2500mm valge,ABS leht 1250x2500 valge (ABS5)
ABS5/3,ABS,leht,1250,,,,,831,valge,,ABS,M2,1,Ei,ABS leht 5mmx1250x831mm valge,ABS leht 1250x831 valge (ABS5/3)
400721,ABS,muu,5,,,,763,481,valge,,ABS,TK,1,Ei,ABS leht 05x763x481mm valge,ABS muu 481 valge (400721)
ABS5/1,ABS,muu,297,,,,,420,valge,,ABS,TK,1,Ei,ABS leht 5mmx297x420mm valge,ABS muu 420 valge (ABS5/1)
ABS5/2,ABS,muu,763,,,,,481,valge,,ABS,TK,1,Ei,ABS leht 5mmx763x481mm valge,ABS muu 481 valge (ABS5/2)
10004136,ABS,ümar,,10,,,,1000,natural,,ABS,M,1,Ei,ABS ümar 10x1000mm natural,ABS ümar D10xL1000 natural (10004136)
GE8082131002,PA,leht,2,,,,1000,2000,natural,,PA,M2,1,Ei,PA6E leht 02x1000x2000mm natural,PA leht 2x1000x2000 natural (GE8082131002)
GE8082131003,PA,leht,3,,,,1000,2000,natural,,PA,M2,1,Ei,PA6E leht 03x1000x2000mm natural,PA leht 3x1000x2000 natural (GE8082131003)
GE8082131004,PA,leht,4,,,,1000,2000,natural,,PA,M2,1,Ei,PA6E leht 04x1000x2000mm natural,PA leht 4x1000x2000 natural (GE8082131004)
PLASTENAPA6ELEHT4,PA,leht,4,,,,1000,2000,,,PA,M2,1,Ei,PA6E leht 04x1000x2000mm,PA leht 4x1000x2000 (PLASTENAPA6ELEHT4)
400005,PA,leht,5,,,,1000,2000,,,PA,M2,1,Ei,Ertalon 6SA 05x1000x2000 mm,PA leht 5x1000x2000 (400005)
GE8082131005,PA,leht,5,,,,1000,2000,natural,,PA,M2,1,Ei,PA6E leht 05x1000x2000mm natural,PA leht 5x1000x2000 natural (GE8082131005)
GE8082131006,PA,leht,6,,,,1000,2000,natural,,PA,M2,1,Ei,PA6E leht 06x1000x2000mm natural,PA leht 6x1000x2000 natural (GE8082131006)
10002548,PA,leht,10,,,,610,2000,natural,EXT,PA,M2,1,Ei,PA 10x610x2000mm EXT natural,PA leht 10x610x2000 EXT natural (10002548)
400044,PA,leht,10,,,,1000,2000,kollane,OIL,PA,M2,1,Ei,Zellamiid 1100 oil 10x1000x2000mm kollane,PA leht 10x1000x2000 OIL kollane (400044)
400236,PA,leht,10,,,,1000,2000,must,OIL,PA,M2,1,Ei,Zellamiid 1100 oil 10x1000x2000mm must,PA leht 10x1000x2000 OIL must (400236)
GE8073136212,PA,leht,12,,,,610,3000,natural,,PA,M2,1,Ei,PA6E leht 12x610x3000mm natural,PA leht 12x610x3000 natural (GE8073136212)
400014,PA,leht,15,,,,,,,,PA,M2,1,Ei,Zellamiid 15 mm,PA leht 15 (400014)
400108,PA,leht,15,,,,1000,2000,kollane,OIL,PA,M2,1,Ei,Zellamiid oil 15x1000x2000 mm kollane,PA leht 15x1000x2000 OIL kollane (400108)
400229,PA,leht,15,,,,1000,2000,must,OIL,PA,M2,1,Ei,Zellamiid 1100 oil 15x1000x2000mm must,PA leht 15x1000x2000 OIL must (400229)
400248,PA,leht,15,,,,1000,2000,kollane,OIL,PA,M2,1,Ei,Zellamiid 1100 oil 15x1000x2000mm kollane,PA leht 15x1000x2000 OIL kollane (400248)
400485,PA,leht,15,,,,690,2160,natural,,PA,M2,1,Ei,PA 6G leht 15x690x2160mm natural,PA leht 15x690x2160 natural (400485)
PA6ELEHT15NAT,PA,leht,15,,,,1000,2000,natural,,PA,M2,1,Ei,PA6E leht 15x1000x2000mm natural,PA leht 15x1000x2000 natural (PA6ELEHT15NAT)
400103,PA,leht,16,,,,1220,2000,,,PA,M2,1,Ei,Ertalon LFX leht 16x1220x2000 mm,PA leht 16x1220x2000 (400103)
GE8172131016,PA,leht,16,,,,1000,2000,natural,,PA,M2,1,Ei,PA6G leht 16x1000x2000mm natural,PA leht 16x1000x2000 natural (GE8172131016)
PLASTENAPA6ELEHT16,PA,leht,16,,,,620,3000,natural,,PA,M2,1,Ei,PA6E leht 16x620x3000mm natural,PA leht 16x620x3000 natural (PLASTENAPA6ELEHT16)
PLEIGERPALEHT16,PA,leht,16,,,,1000,2000,natural,,PA,M2,1,Ei,PA6E leht 16x1000x2000mm natural,PA leht 16x1000x2000 natural (PLEIGERPALEHT16)
400233,PA,leht,20,,,,1000,2000,kollane,OIL,PA,M2,1,Ei,Zellamiid 1100 oil 20x1000x2000mm kollane,PA leht 20x1000x2000 OIL kollane (400233)
CENTRO12411000202,PA,leht,20,,,,1000,2000,natural,,PA,M2,1,Ei,PA6G leht 20x1000x2000mm natural,PA leht 20x1000x2000 natural (CENTRO12411000202)
GE8172031020,PA,leht,20,,,,1000,2000,must,,PA,M2,1,Ei,PA6G leht 20x1000x2000mm must,PA leht 20x1000x2000 must (GE8172031020)
GE8172131020,PA,leht,20,,,,1000,2000,natural,,PA,M2,1,Ei,PA6G leht 20x1000x2000mm natural,PA leht 20x1000x2000 natural (GE8172131020)
PA20MOSM,PA,leht,20,,,,610,3000,must,MOS2,PA,M2,1,Ei,PA leht+MOS2 20x610x3000mm must,PA leht 20x610x3000 MOS2 must (PA20MOSM)
10002778,PA,leht,30,,,,1220,3050,must,,PA,M2,1,Ei,PA6G HEAT leht 30x1220x3050mm must,PA leht 30x1220x3050 must (10002778)
400122,PA,leht,30,,,,1000,2000,natural,,PA,M2,1,Ei,PA 6G leht 30x1000x2000 mm natural,PA leht 30x1000x2000 natural (400122)
GE8172031030,PA,leht,30,,,,1000,2000,must,,PA,M2,1,Ei,PA6G leht 30x1000x2000mm must,PA leht 30x1000x2000 must (GE8172031030)
PLEIGERPALEHT30MU,PA,leht,30,,,,1000,2000,must,,PA,M2,1,Ei,PA6G leht 30x1000x2000mm must,PA leht 30x1000x2000 must (PLEIGERPALEHT30MU)
400237,PA,leht,35,,,,1000,2000,must,OIL,PA,M2,1,Ei,Zellamiid 1100 oil 35x1000x2000mm must,PA leht 35x1000x2000 OIL must (400237)
400102,PA,leht,40,,,,1220,2000,,,PA,M2,1,Ei,Ertalon LFX leht 40x1220x2000 mm,PA leht 40x1220x2000 (400102)
GE8172031040,PA,leht,40,,,,1000,2000,must,,PA,M2,1,Ei,PA6G leht 40x1000x2000mm must,PA leht 40x1000x2000 must (GE8172031040)
GE8172131040,PA,leht,40,,,,1000,2000,natural,,PA,M2,1,Ei,PA6G leht 40x1000x2000mm natural,PA leht 40x1000x2000 natural (GE8172131040)
10002781,PA,leht,50,,,,440,560,,,PA,M2,1,Ei,Nylatron GSM 50x440x560mm,PA leht 50x440x560 (10002781)
GE8172031050,PA,leht,50,,,,1000,2000,must,,PA,M2,1,Ei,PA6G leht 50x1000x2000mm must,PA leht 50x1000x2000 must (GE8172031050)
PA6GLEHT80MUST,PA,leht,80,,,,1500,2000,must,,PA,M2,1,Ei,PA6G leht 80x1500x2000mm must,PA leht 80x1500x2000 must (PA6GLEHT80MUST)
PA100,PA,leht,100,,,,,,,,PA,m2,1,Ei,PA leht 100mm,PA leht 100 (PA100)
PA6GLEHT100NAT,PA,leht,100,,,,1000,1000,natural,,PA,M2,1,Ei,PA6G leht 100x1000x1000mm natural,PA leht 100x1000x1000 natural (PA6GLEHT100NAT)
400612,PA,leht,1000,,,,,3000,must,OIL,PA,M2,1,Ei,PA 6G+OIL 20mmx1000x3000mm must,PA leht 1000x3000 OIL must (400612)
PA6GMOSLEHT12MUST,PA,leht,1000,,,,,2000,must,MOS2,PA,M2,1,Ei,PA6G+MOS2 12mmx1000x2000mm must,PA leht 1000x2000 MOS2 must (PA6GMOSLEHT12MUST)
POLY15ZELLAMIDROH,PA,leht,1000,,,,,2000,roheline,OIL,PA,M2,1,Ei,PA6G+OIL 15mmx1000x2000mm  leht roheline,PA leht 1000x2000 OIL roheline (POLY15ZELLAMIDROH)
400422,PA,leht,1020,,,,,240,,,PA,M2,1,Ei,Nylatron GSM leht 50mmx1020x240mm,PA leht 1020x240 (400422)
PLASTICSHOP,PA,leht,1020,,,,,240,,,PA,M2,1,Ei,Nylatron GSM leht 50mmx1020x240mm,PA leht 1020x240 (PLASTICSHOP)
400470,PA,leht,1220,,,,,100,must,,PA,M2,1,Ei,Nylatron GSM leht 50mmx1220x100mm must/hall,PA leht 1220x100 must (400470)
PLASTICSHOP1,PA,leht,1220,,,,,100,must,,PA,M2,1,Ei,Nylatron GSM leht 50mmx1220x100mm must/hall,PA leht 1220x100 must (PLASTICSHOP1)
POLYZELLPA6GMOS1X3,PA,leht,1220,,,,,3050,must,MOS2,PA,M2,1,Ei,PA6G+MOS2 20mmx1220x3050mm must,PA leht 1220x3050 MOS2 must (POLYZELLPA6GMOS1X3)
CENTRO01411000051,PA,leht,,,,,,,,,PA,M2,1,Ei,"PA6E kile 0,5mmx1000x10m",PA leht (CENTRO01411000051)
700256,PA,muu,6.5,,,,,,,,PA,TK,1,Ei,"PA ratas D26  L8  d6,5mm",PA muu (700256)
400157,PA,muu,10,,,,110,150,,,PA,TK,1,Ei,PA detail 10x110x150mm freesitud,PA muu 150 (400157)
700107,PA,muu,10,,,,110,150,,,PA,TK,1,Ei,PA detail 10x110x150mm,PA muu 150 (700107)
PLAS66,PA,muu,12,,,,,60,,,PA,TK,1,Ei,Plastpuks D70/d12x60mm,PA muu 60 (PLAS66)
700193,PA,muu,12.5,,,,,30,,,PA,TK,1,Ei,"Plastpuks  D40/12,5x30 mm",PA muu 30 (700193)
400046,PA,muu,15,,,,60,740,,,PA,TK,1,Ei,Ertalon 6SA 15x60x740 mm,PA muu 740 (400046)
400441,PA,muu,15,,,,38,2320,natural,,PA,TK,1,Ei,PA 6G leht 15x38x2320mm natural,PA muu 2320 natural (400441)
410035,PA,muu,15,,,,40,325,,,PA,TK,1,Ei,Oilon 15x40x325 mm,PA muu 325 (410035)
700052,PA,muu,15,,,,40,325,,,PA,TK,1,Ei,Plastliist oilon 15x40x325 mm,PA muu 325 (700052)
EST19,PA,muu,15,,,,,,,,PA,KMPL,1,Ei,Liugplastik nailon detailide kmpl.15mm,PA muu (EST19)
EST20,PA,muu,15,,,,,,,,PA,KMPL,1,Ei,Liugplastik nailon detailide kmpl.15mm,PA muu (EST20)
410164,PA,muu,20,,,,26,120,,,PA,TK,1,Ei,PA + mos 20x26x120mm,PA muu 120 (410164)
EST6,PA,muu,25,,,,,,,,PA,KMPL,1,Ei,Nailon (FDA) 25mm plastikute komplekt,PA muu (EST6)
410063,PA,muu,28,,,,,50,,,PA,TK,1,Ei,Plastpuks D60/28x50 mm,PA muu 50 (410063)
700135,PA,muu,28,,,,,,,,PA,TK,1,Ei,PA kronstein 28mm,PA muu (700135)
T01423,PA,muu,40,,,,,,kollane,OIL,PA,TK,1,Ei,PA6G+oil 40mm kollane,PA muu OIL kollane (T01423)
400053,PA,muu,49,,,,,141,,,PA,TK,1,Ei,PA ratas 49x141 mm,PA muu 141 (400053)
410157,PA,muu,50,,,,,,,,PA,TK,1,Ei,PA puks D 120 d 100 L 50mm,PA muu (410157)
FRAN5,PA,muu,50,,,,,,,,PA,TK,1,Ei,Plastpuks D70/20 L50mm,PA muu (FRAN5)
400054,PA,muu,59,,,,,151,,,PA,TK,1,Ei,PA ratas 59x151 mm,PA muu 151 (400054)
FRAN9,PA,muu,60,,,,,,,,PA,TK,1,Ei,PA anduripuks D100d20L60mm,PA muu (FRAN9)
700241,PA,muu,75,,,,,,,,PA,TK,1,Ei,PA rull D200 L75mm,PA muu (700241)
PLASTENAPA6GMOS15X76,PA,muu,76,,,,,2000,,MOS2,PA,TK,1,Ei,PA6G+MOS2 15mmx76x2000mm,PA muu 2000 MOS2 (PLASTENAPA6GMOS15X76)
PLASTENAPA6GMOS40X76,PA,muu,76,,,,,2000,,MOS2,PA,TK,1,Ei,PA6G+MOS2 40mmx76x2000mm,PA muu 2000 MOS2 (PLASTENAPA6GMOS40X76)
PLASTENANYLATRON80,PA,muu,80,,,,100,1000,,,PA,TK,1,Ei,Nylatron POLYPENKO 80X100X1000MM,PA muu 1000 (PLASTENANYLATRON80)
4000052,PA,muu,82,,,,,38,,,PA,TK,1,Ei,PA ratas 82x38 mm,PA muu 38 (4000052)
400051,PA,muu,82,,,,,48,,,PA,TK,1,Ei,PA ratas 82x48 mm,PA muu 48 (400051)
400303,PA,muu,100,,,,100,500,,,PA,TK,1,Ei,PA6G 100x100x500mm,PA muu 500 (400303)
700214,PA,muu,100,,,,,,,,PA,TK,1,Ei,PA rull D78 L100mm,PA muu (700214)
700247,PA,muu,100,,,,,,,,PA,TK,1,Ei,PA rulli D56 d44 L100mm,PA muu (700247)
400127,PA,muu,110,,,,,15,,,PA,TK,1,Ei,"Nylatron GSM,ketas D252/ava 110x15mm",PA muu 15 (400127)
PLAS80,PA,muu,110,,,,,15,,,PA,TK,1,Ei,Nylatron GSM ketas D252/ava 110x15mm,PA muu 15 (PLAS80)
410034,PA,muu,155.5,,,,,,,,PA,TK,1,Ei,"Oilon 40xD155,5 mm",PA muu (410034)
T01219,PA,muu,155.5,,,,,,,,PA,TK,1,Ei,"Oilon 40xD155,5 mm",PA muu (T01219)
700242,PA,muu,175,,,,,,,,PA,TK,1,Ei,PA rull D200 L175mm,PA muu (700242)
700288,PA,muu,200,,,,,,,,PA,TK,1,Ei,PA 200mm treimist????d,PA muu (700288)
400438,PA,muu,260,,,,,260,kollane,OIL,PA,TK,1,Ei,PA 6G+OIL 60mmx260x260mm kollane,PA muu 260 OIL kollane (400438)
700297,PA,muu,292,,,,,,,,PA,TK,1,Ei,PA rull D40 L292mm,PA muu (700297)
700298,PA,muu,322,,,,,,,,PA,TK,1,Ei,PA rull D60 L322mm,PA muu (700298)
400254,PA,muu,570,,,,,570,must,OIL,PA,TK,1,Ei,PA 6G+OIL 140mmx570x570mm must,PA muu 570 OIL must (400254)
10002936,PA,muu,,,,,,,,,PA,TK,1,Ei,PA rull D75 L100 d63,PA muu (10002936)
10003092,PA,muu,,,,,,,,,PA,TK,1,Ei,"PA ratas D50,8 L20 nat(702699997)",PA muu (10003092)
10003150,PA,muu,,,,,,,,,PA,TK,1,Ei,PA puks D66 d58 L70,PA muu (10003150)
10003775,PA,muu,,,,,,,,,PA,TK,1,Ei,xxxRihmarull D65 L40 d30 (9545),PA muu (10003775)
10003812,PA,muu,,,,,,,,,PA,TK,1,Ei,PA ratas D60 L23,PA muu (10003812)
10004036,PA,muu,,,,,,,,OIL,PA,TK,1,Ei,PA6G oil liugplast freesitud detailid J100808,PA muu OIL (10004036)
410023,PA,muu,,,,,,,,,PA,TK,1,Ei,Polypenco D1175-00739,PA muu (410023)
410073,PA,muu,,,,,,,,,PA,KMPL,1,Ei,PA karbi detailid,PA muu (410073)
700102,PA,muu,,,,,,,,,PA,KMPL,1,Ei,PA 6G detailide valmistamine,PA muu (700102)
700108,PA,muu,,,,,,,,,PA,TK,1,Ei,PA rullik D70  L80  d21,PA muu (700108)
700126,PA,muu,,,,,,,,,PA,TK,1,Ei,PA profiil 25x60x3000,PA muu (700126)
700128,PA,muu,,,,,,,,,PA,TK,1,Ei,PA ratas treitud ja freesitud D90,PA muu (700128)
700133,PA,muu,,,,,,,,,PA,KMPL,1,Ei,Nurk 4tk,PA muu (700133)
700134,PA,muu,,,,,,,,,PA,KMPL,1,Ei,Alusplaat,PA muu (700134)
700137,PA,muu,,,,,,,,,PA,TK,1,Ei,Veljer??ngas,PA muu (700137)
700138,PA,muu,,,,,,,,,PA,TK,1,Ei,PA puks D40 L25 d20,PA muu (700138)
700143,PA,muu,,,,,,,,,PA,TK,1,Ei,PA seib 6x120/100,PA muu (700143)
700144,PA,muu,,,,,,,,,PA,TK,1,Ei,PA seib 7x120/100,PA muu (700144)
700145,PA,muu,,,,,,,,,PA,TK,1,Ei,PA seib 8x120/100,PA muu (700145)
700177,PA,muu,,,,,,,,,PA,TK,1,Ei,PA hammasratas D116 14 hammast,PA muu (700177)
700178,PA,muu,,,,,,,,,PA,TK,1,Ei,PA andur D60 L55,PA muu (700178)
700187,PA,muu,,,,,,,,,PA,TK,1,Ei,PA poolratas D110 d51 l30,PA muu (700187)
700190,PA,muu,,,,,,,,,PA,TK,1,Ei,PA tift D4  L13,PA muu (700190)
700201,PA,muu,,,,,,,,,PA,TK,1,Ei,PA detail,PA muu (700201)
700215,PA,muu,,,,,,,,,PA,TK,1,Ei,PA ratas D50 L21,PA muu (700215)
700216,PA,muu,,,,,,,,,PA,TK,1,Ei,PA rull D47  L40  d30,PA muu (700216)
700225,PA,muu,,,,,,,,,PA,TK,1,Ei,PA rull D50  L30  M16,PA muu (700225)
700296,PA,muu,,,,,,,,,PA,TK,1,Ei,PA rull D48 d30 L40,PA muu (700296)
700322,PA,muu,,,,,,,,,PA,TK,1,Ei,PA ratas D196 L80,PA muu (700322)
700323,PA,muu,,,,,,,,,PA,TK,1,Ei,PA ratas D198 L80,PA muu (700323)
700326,PA,muu,,,,,,,,,PA,TK,1,Ei,PA ratas D40 L30,PA muu (700326)
700375,PA,muu,,,,,,,,,PA,TK,1,Ei,PA ratas D47 L40  P632295,PA muu (700375)
700376,PA,muu,,,,,,,,,PA,TK,1,Ei,"PA v??ru D210 d161 L30 M20x2,5",PA muu (700376)
700377,PA,muu,,,,,,,,,PA,TK,1,Ei,PA ratas D70 L10 M6,PA muu (700377)
700394,PA,muu,,,,,,,,,PA,TK,1,Ei,PA ratas D200 L40,PA muu (700394)
700395,PA,muu,,,,,,,,,PA,TK,1,Ei,"PA rull D70 L123 d16,3",PA muu (700395)
700415,PA,muu,,,,,,,,,PA,TK,1,Ei,PA 6E puksid,PA muu (700415)
700431,PA,muu,,,,,,,,,PA,TK,1,Ei,PA ratas D100 L24,PA muu (700431)
700433,PA,muu,,,,,,,,,PA,TK,1,Ei,"PA rull D40 L30 d12,5",PA muu (700433)
700434,PA,muu,,,,,,,,,PA,TK,1,Ei,PA ratas D220 L34 D118 treimine,PA muu (700434)
700446,PA,muu,,,,,,,,,PA,TK,1,Ei,P????rlemisandur D190 L30,PA muu (700446)
700448,PA,muu,,,,,,,,,PA,TK,1,Ei,P????rlemisandur D90 L40 4keeret,PA muu (700448)
700449,PA,muu,,,,,,,,,PA,TK,1,Ei,P????rlemisandur D120 L30 6keeret,PA muu (700449)
700450,PA,muu,,,,,,,,,PA,TK,1,Ei,P????rlemisandur D140 L30  M20,PA muu (700450)
700468,PA,muu,,,,,,,,,PA,TK,1,Ei,PA ratas D60 L15,PA muu (700468)
BMWX5_,PA,muu,,,,,,,,,PA,tk,0,Ei,BMW X5 30d  WBAKS410900C30421,PA muu (BMWX5_)
BMWX6,PA,muu,,,,,,,,,PA,tk,0,Ei,BMW X6 WBAKV210500V38145,PA muu (BMWX6)
FRAN7,PA,muu,,,,,,,,,PA,KMPL,1,Ei,PA detailide komplekt,PA muu (FRAN7)
NORD3,PA,muu,,,,,,,,,PA,TK,1,Ei,Plastist detail,PA muu (NORD3)
T01482,PA,muu,,,,,,,,OIL,PA,KMPL,1,Ei,PA+oil detailid,PA muu OIL (T01482)
ZELLMETPATORU30/15,PA,toru,,,30,15,,3000,,,PA,M,1,Ei,PA6E toru 30/15mmx3000mm,PA toru D30/15xL3000 (ZELLMETPATORU30/15)
TRAIDPA50/30ENAT,PA,toru,,,50,30,,1000,natural,,PA,M,1,Ei,PA6E toru 50/30mmx1000mm natural,PA toru D50/30xL1000 natural (TRAIDPA50/30ENAT)
PLEIGERTORUPA90/60,PA,toru,,,90,60,,1000/3000,natural,,PA,M,1,Ei,PA6E toru 90/60mmx1000/3000mm natural,PA toru D90/60xL1000/3000 natural (PLEIGERTORUPA90/60)
PA6ETORU100/60NAT,PA,toru,,,100,60,,3000,natural,,PA,M,1,Ei,PA6E toru 100/60mmx3000mm natural,PA toru D100/60xL3000 natural (PA6ETORU100/60NAT)
POLY170/100TORUZELLA,PA,toru,100,,,,,1250,natural,,PA,M,1,Ei,PA6G toru 170/100x1250mm natural,PA toru 1250 natural (POLY170/100TORUZELLA)
PA6ETORU110/60NAT,PA,toru,,,110,60,,1000,natural,,PA,M,1,Ei,PA6E toru 110/60mmx1000mm natural,PA toru D110/60xL1000 natural (PA6ETORU110/60NAT)
10002797,PA,toru,260,,,,,2000,natural,,PA,M,1,Ei,PA6G toru 350/260x2000mm natural,PA toru 2000 natural (10002797)
10003149,PA,toru,,,,,,,,,PA,TK,1,Ei,PA toru D80 d50 L230,PA toru (10003149)
410052,PA,toru,,,,,,,,,PA,TK,1,Ei,PA puks metalltoru sisse,PA toru (410052)
700168,PA,toru,,,,,,,,,PA,TK,1,Ei,Torupainutusrull D140 L80 R9 ja 20,PA toru (700168)
410108,PA,varras/profiil,15,,,,76,2000,,MOS2,PA,M,1,Ei,PA6G+MOS2 15x76x2000 mm,PA varras/profiil 2000 MOS2 (410108)
410109,PA,varras/profiil,40,,,,76,2000,,MOS2,PA,M,1,Ei,PA6G+MOS2 40x76x2000 mm,PA varras/profiil 2000 MOS2 (410109)
700063,PA,varras/profiil,,40,,,,76,,,PA,M,1,Ei,Oilamiid T profiil 40x76 mm freesimine,PA varras/profiil D40xL76 (700063)
400007,PA,varras/profiil,,100,,,,1000,,,PA,M,1,Ei,Nylatron D100x1000 mm,PA varras/profiil D100xL1000 (400007)
PAYMAR25,PA,varras/profiil,,1000,,,,,,,PA,M,1,Ei,PA6E ??mar 25mmx1000mm,PA varras/profiil D1000 (PAYMAR25)
400118,PA,ümar,,40,,,,1000,natural,,PA,M,1,Ei,PA 6G ?ümar D40x1000 mm natural,PA ümar D40xL1000 natural (400118)
400144,PA,ümar,,40,,,,1000,must,,PA,M,1,Ei,PA 6G ?ümar D40x1000 mm must,PA ümar D40xL1000 must (400144)
400191,PA,ümar,,60,,,,1000,must,,PA,M,1,Ei,PA 6G ?ümar D60x1000  mm must,PA ümar D60xL1000 must (400191)
400169,PA,ümar,,70,,,,1000,natural,,PA,M,1,Ei,PA 6G ?ümar D70x1000 mm natural,PA ümar D70xL1000 natural (400169)
400128,PA,ümar,,80,,,,1000,,,PA,M,1,Ei,Nylatron MC901 ?ümar D80x1000mm,PA ümar D80xL1000 (400128)
PLAS81,PA,ümar,,80,,,,1000,,,PA,M,1,Ei,Nylatron MC901 ?ümar D80x1000mm,PA ümar D80xL1000 (PLAS81)
10001395/2,PA,ümar,,85,,,,1000/3000,natural,EXT,PA,M,1,Ei,xxxPA6 ümar 85x1000/3000mm EXT natural,PA ümar D85xL1000/3000 EXT natural (10001395/2)
400129,PA,ümar,,85,,,,1000,,,PA,M,1,Ei,Nylatron MC901 ?ümar D85x1000mm,PA ümar D85xL1000 (400129)
PLAS82,PA,ümar,,85,,,,1000,,,PA,M,1,Ei,Nylatron MC901 ?ümar D85x1000mm,PA ümar D85xL1000 (PLAS82)
POLY90ZELLAMID,PA,ümar,,90,,,,1000,sinine,OIL,PA,M,1,Ei,PA6G+OIL ?ümar 90x1000mm  sinine,PA ümar D90xL1000 OIL sinine (POLY90ZELLAMID)
400104,PA,ümar,,100,,,,1000,,,PA,M,1,Ei,Ertalon LFX ?ümar D100x1000 mm,PA ümar D100xL1000 (400104)
400437,PA,ümar,,100,,,,1000,roheline,,PA,M,1,Ei,PA 6G ?ümar D100x1000mm roheline,PA ümar D100xL1000 roheline (400437)
CENTRO12110001001,PA,ümar,,100,,,,1000,natural,,PA,M,1,Ei,PA6G ?ümar 100x1000mm natural,PA ümar D100xL1000 natural (CENTRO12110001001)
CENTRO12120001001,PA,ümar,,100,,,,1000,must,,PA,M,1,Ei,PA6G ?ümar 100x1000mm must,PA ümar D100xL1000 must (CENTRO12120001001)
GE8101130100,PA,ümar,,100,,,,1000,natural,,PA,M,1,Ei,PA6G ?ümar 100x1000mm  natural,PA ümar D100xL1000 natural (GE8101130100)
QUATTROPA6GY100M,PA,ümar,,100,,,,1000,must,,PA,M,1,Ei,PA6G ?ümar 100x1000mm must,PA ümar D100xL1000 must (QUATTROPA6GY100M)
QUATTROPA6GY100N,PA,ümar,,100,,,,1000,natural,,PA,M,1,Ei,PA6G ?ümar 100x1000mm natural,PA ümar D100xL1000 natural (QUATTROPA6GY100N)
CENTRO12110001101,PA,ümar,,110,,,,1000,natural,,PA,M,1,Ei,PA6G ?ümar 110x1000mm natural,PA ümar D110xL1000 natural (CENTRO12110001101)
GE8101030110,PA,ümar,,110,,,,1000,must,,PA,M,1,Ei,PA6G ?ümar 110x1000mm must,PA ümar D110xL1000 must (GE8101030110)
400436,PA,ümar,,120,,,,1000,roheline,,PA,M,1,Ei,PA 6G ?ümar D120x1000 mm roheline,PA ümar D120xL1000 roheline (400436)
400609,PA,ümar,,120,,,,1000,roheline,OIL,PA,M,1,Ei,XXXPA 6G+OIL ?ümar D120x1000mm roheline,PA ümar D120xL1000 OIL roheline (400609)
CENTRO12110001201,PA,ümar,,120,,,,1000,natural,,PA,M,1,Ei,PA6G ?ümar 120x1000mm natural,PA ümar D120xL1000 natural (CENTRO12110001201)
QUATTROPA6GY120M,PA,ümar,,120,,,,1000,must,,PA,M,1,Ei,PA6G ?ümar 120x1000mm must,PA ümar D120xL1000 must (QUATTROPA6GY120M)
QUATTROPA6GY120N,PA,ümar,,120,,,,1000,natural,,PA,M,1,Ei,PA6G ?ümar 120x1000mm natural,PA ümar D120xL1000 natural (QUATTROPA6GY120N)
CENTRO12110001301,PA,ümar,,130,,,,1000,natural,,PA,M,1,Ei,PA6G ?ümar 130x1000mm natural,PA ümar D130xL1000 natural (CENTRO12110001301)
CENTRO12110001401,PA,ümar,,140,,,,1000,natural,,PA,M,1,Ei,PA6G ?ümar 140x1000mm natural,PA ümar D140xL1000 natural (CENTRO12110001401)
CENTRO12110001501,PA,ümar,,150,,,,1000,natural,,PA,M,1,Ei,PA6G ?ümar 150x1000mm natural,PA ümar D150xL1000 natural (CENTRO12110001501)
COMCO,PA,ümar,,150,,,,1000,,,PA,M,1,Ei,PA6G ?ümar 150x1000mm natur,PA ümar D150xL1000 (COMCO)
GE8101030150,PA,ümar,,150,,,,1000,must,,PA,M,1,Ei,PA6G ?ümar 150x1000mm must,PA ümar D150xL1000 must (GE8101030150)
GE8101130150,PA,ümar,,150,,,,1000,natural,,PA,M,1,Ei,PA6G ?ümar 150x1000mm natural,PA ümar D150xL1000 natural (GE8101130150)
TRAIDPA150GNAT,PA,ümar,,150,,,,1000,natural,,PA,M,1,Ei,PA6G ?ümar 150x1000mm natural,PA ümar D150xL1000 natural (TRAIDPA150GNAT)
